pK,pL,value
161/320<=pK<=1289/2560,553/1280<=pL<=1107/2560, 	AllSat
1291/2560<=pK<=323/640,553/1280<=pL<=1107/2560, 	AllViolated
129/256<=pK<=1291/2560,1107/2560<=pL<=277/640, 	AllViolated
1291/2560<=pK<=323/640,1107/2560<=pL<=277/640, 	AllViolated
1293/2560<=pK<=647/1280,69/160<=pL<=221/512, 	AllViolated
323/640<=pK<=1293/2560,221/512<=pL<=553/1280, 	AllViolated
1293/2560<=pK<=647/1280,221/512<=pL<=553/1280, 	AllViolated
1/2<=pK<=1281/2560,139/320<=pL<=1113/2560, 	AllSat
1281/2560<=pK<=641/1280,139/320<=pL<=1113/2560, 	AllSat
1/2<=pK<=1281/2560,1113/2560<=pL<=557/1280, 	AllSat
1283/2560<=pK<=321/640,1113/2560<=pL<=557/1280, 	AllViolated
1/2<=pK<=1281/2560,223/512<=pL<=279/640, 	AllViolated
1281/2560<=pK<=641/1280,223/512<=pL<=279/640, 	AllViolated
91/128<=pK<=1821/2560,391/1280<=pL<=783/2560, 	AllSat
1821/2560<=pK<=911/1280,391/1280<=pL<=783/2560, 	AllSat
1823/2560<=pK<=57/80,783/2560<=pL<=49/160, 	AllViolated
45/64<=pK<=1801/2560,79/256<=pL<=791/2560, 	AllSat
1801/2560<=pK<=901/1280,79/256<=pL<=791/2560, 	AllSat
45/64<=pK<=1801/2560,791/2560<=pL<=99/320, 	AllSat
901/1280<=pK<=1803/2560,79/256<=pL<=791/2560, 	AllSat
1803/2560<=pK<=451/640,79/256<=pL<=791/2560, 	AllSat
903/1280<=pK<=1807/2560,197/640<=pL<=789/2560, 	AllSat
1807/2560<=pK<=113/160,197/640<=pL<=789/2560, 	AllSat
361/512<=pK<=903/1280,791/2560<=pL<=99/320, 	AllViolated
1807/2560<=pK<=113/160,79/256<=pL<=791/2560, 	AllViolated
903/1280<=pK<=1807/2560,791/2560<=pL<=99/320, 	AllViolated
1807/2560<=pK<=113/160,791/2560<=pL<=99/320, 	AllViolated
7/10<=pK<=1793/2560,397/1280<=pL<=159/512, 	AllSat
1793/2560<=pK<=897/1280,397/1280<=pL<=159/512, 	AllSat
897/1280<=pK<=359/512,397/1280<=pL<=159/512, 	AllSat
449/640<=pK<=1797/2560,99/320<=pL<=793/2560, 	AllSat
1797/2560<=pK<=899/1280,99/320<=pL<=793/2560, 	AllSat
449/640<=pK<=1797/2560,793/2560<=pL<=397/1280, 	AllSat
899/1280<=pK<=1799/2560,99/320<=pL<=793/2560, 	AllSat
449/640<=pK<=1797/2560,159/512<=pL<=199/640, 	AllViolated
1797/2560<=pK<=899/1280,159/512<=pL<=199/640, 	AllViolated
1793/2560<=pK<=897/1280,199/640<=pL<=797/2560, 	AllViolated
7/10<=pK<=1793/2560,797/2560<=pL<=399/1280, 	AllViolated
1793/2560<=pK<=897/1280,797/2560<=pL<=399/1280, 	AllViolated
45/64<=pK<=1801/2560,793/2560<=pL<=397/1280, 	AllViolated
1801/2560<=pK<=901/1280,793/2560<=pL<=397/1280, 	AllViolated
181/256<=pK<=1811/2560,393/1280<=pL<=787/2560, 	AllSat
1811/2560<=pK<=453/640,393/1280<=pL<=787/2560, 	AllSat
181/256<=pK<=1811/2560,787/2560<=pL<=197/640, 	AllSat
907/1280<=pK<=363/512,49/160<=pL<=157/512, 	AllSat
363/512<=pK<=227/320,49/160<=pL<=157/512, 	AllSat
907/1280<=pK<=363/512,157/512<=pL<=393/1280, 	AllSat
453/640<=pK<=1813/2560,393/1280<=pL<=787/2560, 	AllSat
907/1280<=pK<=363/512,787/2560<=pL<=197/640, 	AllViolated
363/512<=pK<=227/320,787/2560<=pL<=197/640, 	AllViolated
1809/2560<=pK<=181/256,789/2560<=pL<=79/256, 	AllViolated
181/256<=pK<=1811/2560,789/2560<=pL<=79/256, 	AllViolated
1811/2560<=pK<=453/640,789/2560<=pL<=79/256, 	AllViolated
227/320<=pK<=1817/2560,49/160<=pL<=157/512, 	AllSat
909/1280<=pK<=1819/2560,157/512<=pL<=393/1280, 	AllViolated
1819/2560<=pK<=91/128,157/512<=pL<=393/1280, 	AllViolated
1821/2560<=pK<=911/1280,49/160<=pL<=157/512, 	AllViolated
91/128<=pK<=1821/2560,157/512<=pL<=393/1280, 	AllViolated
1821/2560<=pK<=911/1280,157/512<=pL<=393/1280, 	AllViolated
919/1280<=pK<=1839/2560,387/1280<=pL<=155/512, 	AllSat
1839/2560<=pK<=23/32,387/1280<=pL<=155/512, 	AllSat
919/1280<=pK<=1839/2560,155/512<=pL<=97/320, 	AllSat
457/640<=pK<=1829/2560,389/1280<=pL<=779/2560, 	AllSat
1829/2560<=pK<=183/256,389/1280<=pL<=779/2560, 	AllSat
457/640<=pK<=1829/2560,779/2560<=pL<=39/128, 	AllSat
183/256<=pK<=1831/2560,389/1280<=pL<=779/2560, 	AllSat
57/80<=pK<=365/512,39/128<=pL<=781/2560, 	AllSat
365/512<=pK<=913/1280,39/128<=pL<=781/2560, 	AllSat
913/1280<=pK<=1827/2560,39/128<=pL<=781/2560, 	AllSat
365/512<=pK<=913/1280,391/1280<=pL<=783/2560, 	AllViolated
57/80<=pK<=365/512,783/2560<=pL<=49/160, 	AllViolated
365/512<=pK<=913/1280,783/2560<=pL<=49/160, 	AllViolated
457/640<=pK<=1829/2560,781/2560<=pL<=391/1280, 	AllViolated
1829/2560<=pK<=183/256,781/2560<=pL<=391/1280, 	AllViolated
917/1280<=pK<=367/512,97/320<=pL<=777/2560, 	AllSat
367/512<=pK<=459/640,97/320<=pL<=777/2560, 	AllSat
229/320<=pK<=1833/2560,779/2560<=pL<=39/128, 	AllViolated
1833/2560<=pK<=917/1280,779/2560<=pL<=39/128, 	AllViolated
367/512<=pK<=459/640,389/1280<=pL<=779/2560, 	AllViolated
917/1280<=pK<=367/512,779/2560<=pL<=39/128, 	AllViolated
367/512<=pK<=459/640,779/2560<=pL<=39/128, 	AllViolated
1837/2560<=pK<=919/1280,777/2560<=pL<=389/1280, 	AllViolated
919/1280<=pK<=1839/2560,777/2560<=pL<=389/1280, 	AllViolated
1839/2560<=pK<=23/32,777/2560<=pL<=389/1280, 	AllViolated
921/1280<=pK<=1843/2560,193/640<=pL<=773/2560, 	AllSat
1843/2560<=pK<=461/640,193/640<=pL<=773/2560, 	AllSat
921/1280<=pK<=1843/2560,773/2560<=pL<=387/1280, 	AllSat
23/32<=pK<=1841/2560,387/1280<=pL<=155/512, 	AllSat
921/1280<=pK<=1843/2560,155/512<=pL<=97/320, 	AllViolated
1843/2560<=pK<=461/640,155/512<=pL<=97/320, 	AllViolated
461/640<=pK<=369/512,193/640<=pL<=773/2560, 	AllSat
369/512<=pK<=923/1280,193/640<=pL<=773/2560, 	AllSat
1847/2560<=pK<=231/320,773/2560<=pL<=387/1280, 	AllViolated
231/320<=pK<=1849/2560,77/256<=pL<=771/2560, 	AllSat
1849/2560<=pK<=185/256,77/256<=pL<=771/2560, 	AllSat
1851/2560<=pK<=463/640,771/2560<=pL<=193/640, 	AllViolated
463/640<=pK<=1853/2560,3/10<=pL<=769/2560, 	AllSat
1853/2560<=pK<=927/1280,3/10<=pL<=769/2560, 	AllSat
463/640<=pK<=1853/2560,769/2560<=pL<=77/256, 	AllSat
927/1280<=pK<=371/512,3/10<=pL<=769/2560, 	AllSat
463/640<=pK<=1853/2560,771/2560<=pL<=193/640, 	AllViolated
1853/2560<=pK<=927/1280,771/2560<=pL<=193/640, 	AllViolated
1849/2560<=pK<=185/256,193/640<=pL<=773/2560, 	AllViolated
231/320<=pK<=1849/2560,773/2560<=pL<=387/1280, 	AllViolated
1849/2560<=pK<=185/256,773/2560<=pL<=387/1280, 	AllViolated
29/40<=pK<=1857/2560,769/2560<=pL<=77/256, 	AllViolated
1857/2560<=pK<=929/1280,769/2560<=pL<=77/256, 	AllViolated
1859/2560<=pK<=93/128,3/10<=pL<=769/2560, 	AllViolated
929/1280<=pK<=1859/2560,769/2560<=pL<=77/256, 	AllViolated
1859/2560<=pK<=93/128,769/2560<=pL<=77/256, 	AllViolated
511/1280<=pK<=1023/2560,87/160<=pL<=1393/2560, 	AllSat
1023/2560<=pK<=2/5,87/160<=pL<=1393/2560, 	AllSat
511/1280<=pK<=1023/2560,1393/2560<=pL<=697/1280, 	AllSat
511/1280<=pK<=1023/2560,697/1280<=pL<=279/512, 	AllSat
509/1280<=pK<=1019/2560,699/1280<=pL<=1399/2560, 	AllSat
1019/2560<=pK<=51/128,699/1280<=pL<=1399/2560, 	AllSat
509/1280<=pK<=1019/2560,1399/2560<=pL<=35/64, 	AllSat
51/128<=pK<=1021/2560,349/640<=pL<=1397/2560, 	AllSat
1023/2560<=pK<=2/5,349/640<=pL<=1397/2560, 	AllViolated
511/1280<=pK<=1023/2560,1397/2560<=pL<=699/1280, 	AllViolated
1023/2560<=pK<=2/5,1397/2560<=pL<=699/1280, 	AllViolated
1021/2560<=pK<=511/1280,699/1280<=pL<=1399/2560, 	AllViolated
1021/2560<=pK<=511/1280,1399/2560<=pL<=35/64, 	AllViolated
507/1280<=pK<=203/512,351/640<=pL<=281/512, 	AllSat
507/1280<=pK<=203/512,281/512<=pL<=703/1280, 	AllSat
253/640<=pK<=1013/2560,703/1280<=pL<=1407/2560, 	AllSat
1013/2560<=pK<=507/1280,703/1280<=pL<=1407/2560, 	AllSat
253/640<=pK<=1013/2560,1407/2560<=pL<=11/20, 	AllSat
203/512<=pK<=127/320,1407/2560<=pL<=11/20, 	AllViolated
127/320<=pK<=1017/2560,35/64<=pL<=1401/2560, 	AllSat
1017/2560<=pK<=509/1280,35/64<=pL<=1401/2560, 	AllSat
127/320<=pK<=1017/2560,1401/2560<=pL<=701/1280, 	AllSat
1019/2560<=pK<=51/128,1401/2560<=pL<=701/1280, 	AllViolated
127/320<=pK<=1017/2560,701/1280<=pL<=1403/2560, 	AllSat
1017/2560<=pK<=509/1280,351/640<=pL<=281/512, 	AllViolated
127/320<=pK<=1017/2560,281/512<=pL<=703/1280, 	AllViolated
1017/2560<=pK<=509/1280,281/512<=pL<=703/1280, 	AllViolated
99/256<=pK<=991/2560,719/1280<=pL<=1439/2560, 	AllSat
99/256<=pK<=991/2560,1439/2560<=pL<=9/16, 	AllSat
503/1280<=pK<=1007/2560,707/1280<=pL<=283/512, 	AllSat
1007/2560<=pK<=63/160,707/1280<=pL<=283/512, 	AllSat
503/1280<=pK<=1007/2560,283/512<=pL<=177/320, 	AllSat
503/1280<=pK<=1007/2560,177/320<=pL<=1417/2560, 	AllSat
251/640<=pK<=201/512,709/1280<=pL<=1419/2560, 	AllSat
1007/2560<=pK<=63/160,709/1280<=pL<=1419/2560, 	AllViolated
503/1280<=pK<=1007/2560,1419/2560<=pL<=71/128, 	AllViolated
1007/2560<=pK<=63/160,1419/2560<=pL<=71/128, 	AllViolated
501/1280<=pK<=1003/2560,71/128<=pL<=1421/2560, 	AllSat
1003/2560<=pK<=251/640,71/128<=pL<=1421/2560, 	AllSat
501/1280<=pK<=1003/2560,1421/2560<=pL<=711/1280, 	AllSat
1003/2560<=pK<=251/640,1423/2560<=pL<=89/160, 	AllViolated
201/512<=pK<=503/1280,71/128<=pL<=1421/2560, 	AllViolated
201/512<=pK<=503/1280,1421/2560<=pL<=711/1280, 	AllViolated
101/256<=pK<=1011/2560,141/256<=pL<=1411/2560, 	AllSat
1013/2560<=pK<=507/1280,1409/2560<=pL<=141/256, 	AllViolated
1013/2560<=pK<=507/1280,141/256<=pL<=1411/2560, 	AllViolated
253/640<=pK<=1013/2560,1411/2560<=pL<=353/640, 	AllViolated
1013/2560<=pK<=507/1280,1411/2560<=pL<=353/640, 	AllViolated
63/160<=pK<=1009/2560,353/640<=pL<=1413/2560, 	AllSat
63/160<=pK<=1009/2560,1413/2560<=pL<=707/1280, 	AllSat
1011/2560<=pK<=253/640,353/640<=pL<=1413/2560, 	AllViolated
101/256<=pK<=1011/2560,1413/2560<=pL<=707/1280, 	AllViolated
1011/2560<=pK<=253/640,1413/2560<=pL<=707/1280, 	AllViolated
1009/2560<=pK<=101/256,283/512<=pL<=177/320, 	AllViolated
499/1280<=pK<=999/2560,713/1280<=pL<=1427/2560, 	AllSat
999/2560<=pK<=25/64,713/1280<=pL<=1427/2560, 	AllSat
499/1280<=pK<=999/2560,1427/2560<=pL<=357/640, 	AllSat
249/640<=pK<=997/2560,357/640<=pL<=1429/2560, 	AllSat
997/2560<=pK<=499/1280,357/640<=pL<=1429/2560, 	AllSat
249/640<=pK<=997/2560,1429/2560<=pL<=143/256, 	AllSat
999/2560<=pK<=25/64,1429/2560<=pL<=143/256, 	AllViolated
249/640<=pK<=997/2560,143/256<=pL<=1431/2560, 	AllSat
25/64<=pK<=1001/2560,89/160<=pL<=285/512, 	AllSat
1003/2560<=pK<=251/640,89/160<=pL<=285/512, 	AllViolated
501/1280<=pK<=1003/2560,285/512<=pL<=713/1280, 	AllViolated
1003/2560<=pK<=251/640,285/512<=pL<=713/1280, 	AllViolated
1001/2560<=pK<=501/1280,713/1280<=pL<=1427/2560, 	AllViolated
1001/2560<=pK<=501/1280,1427/2560<=pL<=357/640, 	AllViolated
497/1280<=pK<=199/512,179/320<=pL<=1433/2560, 	AllSat
497/1280<=pK<=199/512,1433/2560<=pL<=717/1280, 	AllSat
31/80<=pK<=993/2560,717/1280<=pL<=287/512, 	AllSat
993/2560<=pK<=497/1280,717/1280<=pL<=287/512, 	AllSat
31/80<=pK<=993/2560,287/512<=pL<=359/640, 	AllSat
199/512<=pK<=249/640,287/512<=pL<=359/640, 	AllViolated
997/2560<=pK<=499/1280,179/320<=pL<=1433/2560, 	AllViolated
249/640<=pK<=997/2560,1433/2560<=pL<=717/1280, 	AllViolated
997/2560<=pK<=499/1280,1433/2560<=pL<=717/1280, 	AllViolated
31/80<=pK<=993/2560,359/640<=pL<=1437/2560, 	AllSat
993/2560<=pK<=497/1280,719/1280<=pL<=1439/2560, 	AllViolated
31/80<=pK<=993/2560,1439/2560<=pL<=9/16, 	AllViolated
993/2560<=pK<=497/1280,1439/2560<=pL<=9/16, 	AllViolated
247/640<=pK<=989/2560,9/16<=pL<=1441/2560, 	AllSat
989/2560<=pK<=99/256,9/16<=pL<=1441/2560, 	AllSat
247/640<=pK<=989/2560,1441/2560<=pL<=721/1280, 	AllSat
991/2560<=pK<=31/80,1441/2560<=pL<=721/1280, 	AllViolated
989/2560<=pK<=99/256,1443/2560<=pL<=361/640, 	AllViolated
493/1280<=pK<=987/2560,361/640<=pL<=289/512, 	AllSat
123/320<=pK<=197/512,723/1280<=pL<=1447/2560, 	AllSat
197/512<=pK<=493/1280,723/1280<=pL<=1447/2560, 	AllSat
123/320<=pK<=197/512,1447/2560<=pL<=181/320, 	AllSat
987/2560<=pK<=247/640,723/1280<=pL<=1447/2560, 	AllViolated
987/2560<=pK<=247/640,1447/2560<=pL<=181/320, 	AllViolated
989/2560<=pK<=99/256,361/640<=pL<=289/512, 	AllViolated
247/640<=pK<=989/2560,289/512<=pL<=723/1280, 	AllViolated
989/2560<=pK<=99/256,289/512<=pL<=723/1280, 	AllViolated
491/1280<=pK<=983/2560,145/256<=pL<=1451/2560, 	AllSat
49/128<=pK<=981/2560,363/640<=pL<=1453/2560, 	AllSat
981/2560<=pK<=491/1280,363/640<=pL<=1453/2560, 	AllSat
49/128<=pK<=981/2560,1453/2560<=pL<=727/1280, 	AllSat
983/2560<=pK<=123/320,363/640<=pL<=1453/2560, 	AllViolated
983/2560<=pK<=123/320,1453/2560<=pL<=727/1280, 	AllViolated
981/2560<=pK<=491/1280,291/512<=pL<=91/160, 	AllViolated
197/512<=pK<=493/1280,1449/2560<=pL<=145/256, 	AllViolated
197/512<=pK<=493/1280,145/256<=pL<=1451/2560, 	AllViolated
123/320<=pK<=197/512,1451/2560<=pL<=363/640, 	AllViolated
197/512<=pK<=493/1280,1451/2560<=pL<=363/640, 	AllViolated
487/1280<=pK<=195/512,731/1280<=pL<=1463/2560, 	AllSat
243/640<=pK<=973/2560,183/320<=pL<=293/512, 	AllSat
973/2560<=pK<=487/1280,183/320<=pL<=293/512, 	AllSat
243/640<=pK<=973/2560,293/512<=pL<=733/1280, 	AllSat
195/512<=pK<=61/160,183/320<=pL<=293/512, 	AllViolated
195/512<=pK<=61/160,293/512<=pL<=733/1280, 	AllViolated
973/2560<=pK<=487/1280,1467/2560<=pL<=367/640, 	AllViolated
97/256<=pK<=971/2560,367/640<=pL<=1469/2560, 	AllSat
121/320<=pK<=969/2560,147/256<=pL<=1471/2560, 	AllSat
969/2560<=pK<=97/256,147/256<=pL<=1471/2560, 	AllSat
121/320<=pK<=969/2560,1471/2560<=pL<=23/40, 	AllSat
971/2560<=pK<=243/640,147/256<=pL<=1471/2560, 	AllViolated
971/2560<=pK<=243/640,1471/2560<=pL<=23/40, 	AllViolated
973/2560<=pK<=487/1280,367/640<=pL<=1469/2560, 	AllViolated
243/640<=pK<=973/2560,1469/2560<=pL<=147/256, 	AllViolated
973/2560<=pK<=487/1280,1469/2560<=pL<=147/256, 	AllViolated
489/1280<=pK<=979/2560,91/160<=pL<=1457/2560, 	AllSat
61/160<=pK<=977/2560,729/1280<=pL<=1459/2560, 	AllSat
977/2560<=pK<=489/1280,729/1280<=pL<=1459/2560, 	AllSat
61/160<=pK<=977/2560,1459/2560<=pL<=73/128, 	AllSat
979/2560<=pK<=49/128,729/1280<=pL<=1459/2560, 	AllViolated
979/2560<=pK<=49/128,1459/2560<=pL<=73/128, 	AllViolated
981/2560<=pK<=491/1280,91/160<=pL<=1457/2560, 	AllViolated
49/128<=pK<=981/2560,1457/2560<=pL<=729/1280, 	AllViolated
981/2560<=pK<=491/1280,1457/2560<=pL<=729/1280, 	AllViolated
977/2560<=pK<=489/1280,1461/2560<=pL<=731/1280, 	AllViolated
977/2560<=pK<=489/1280,731/1280<=pL<=1463/2560, 	AllViolated
61/160<=pK<=977/2560,1463/2560<=pL<=183/320, 	AllViolated
977/2560<=pK<=489/1280,1463/2560<=pL<=183/320, 	AllViolated
479/1280<=pK<=959/2560,743/1280<=pL<=1487/2560, 	AllSat
479/1280<=pK<=959/2560,1487/2560<=pL<=93/160, 	AllSat
239/640<=pK<=957/2560,93/160<=pL<=1489/2560, 	AllSat
957/2560<=pK<=479/1280,93/160<=pL<=1489/2560, 	AllSat
239/640<=pK<=957/2560,1489/2560<=pL<=149/256, 	AllSat
959/2560<=pK<=3/8,1489/2560<=pL<=149/256, 	AllViolated
239/640<=pK<=957/2560,149/256<=pL<=1491/2560, 	AllSat
477/1280<=pK<=191/512,373/640<=pL<=1493/2560, 	AllSat
477/1280<=pK<=191/512,1493/2560<=pL<=747/1280, 	AllSat
119/320<=pK<=953/2560,747/1280<=pL<=299/512, 	AllSat
953/2560<=pK<=477/1280,747/1280<=pL<=299/512, 	AllSat
119/320<=pK<=953/2560,299/512<=pL<=187/320, 	AllSat
191/512<=pK<=239/640,299/512<=pL<=187/320, 	AllViolated
957/2560<=pK<=479/1280,373/640<=pL<=1493/2560, 	AllViolated
239/640<=pK<=957/2560,1493/2560<=pL<=747/1280, 	AllViolated
957/2560<=pK<=479/1280,1493/2560<=pL<=747/1280, 	AllViolated
95/256<=pK<=951/2560,749/1280<=pL<=1499/2560, 	AllSat
951/2560<=pK<=119/320,749/1280<=pL<=1499/2560, 	AllSat
95/256<=pK<=951/2560,1499/2560<=pL<=75/128, 	AllSat
951/2560<=pK<=119/320,1501/2560<=pL<=751/1280, 	AllViolated
237/640<=pK<=949/2560,751/1280<=pL<=1503/2560, 	AllSat
951/2560<=pK<=119/320,751/1280<=pL<=1503/2560, 	AllViolated
95/256<=pK<=951/2560,1503/2560<=pL<=47/80, 	AllViolated
951/2560<=pK<=119/320,1503/2560<=pL<=47/80, 	AllViolated
119/320<=pK<=953/2560,187/320<=pL<=1497/2560, 	AllSat
953/2560<=pK<=477/1280,749/1280<=pL<=1499/2560, 	AllViolated
953/2560<=pK<=477/1280,1499/2560<=pL<=75/128, 	AllViolated
471/1280<=pK<=943/2560,151/256<=pL<=1511/2560, 	AllSat
943/2560<=pK<=59/160,151/256<=pL<=1511/2560, 	AllSat
471/1280<=pK<=943/2560,1511/2560<=pL<=189/320, 	AllSat
471/1280<=pK<=943/2560,189/320<=pL<=1513/2560, 	AllSat
47/128<=pK<=941/2560,757/1280<=pL<=303/512, 	AllSat
47/128<=pK<=941/2560,303/512<=pL<=379/640, 	AllSat
943/2560<=pK<=59/160,757/1280<=pL<=303/512, 	AllViolated
471/1280<=pK<=943/2560,303/512<=pL<=379/640, 	AllViolated
943/2560<=pK<=59/160,303/512<=pL<=379/640, 	AllViolated
469/1280<=pK<=939/2560,759/1280<=pL<=1519/2560, 	AllSat
941/2560<=pK<=471/1280,1517/2560<=pL<=759/1280, 	AllViolated
941/2560<=pK<=471/1280,759/1280<=pL<=1519/2560, 	AllViolated
47/128<=pK<=941/2560,1519/2560<=pL<=19/32, 	AllViolated
941/2560<=pK<=471/1280,1519/2560<=pL<=19/32, 	AllViolated
473/1280<=pK<=947/2560,47/80<=pL<=301/512, 	AllSat
947/2560<=pK<=237/640,47/80<=pL<=301/512, 	AllSat
473/1280<=pK<=947/2560,301/512<=pL<=753/1280, 	AllSat
947/2560<=pK<=237/640,1507/2560<=pL<=377/640, 	AllViolated
949/2560<=pK<=95/256,47/80<=pL<=301/512, 	AllViolated
949/2560<=pK<=95/256,301/512<=pL<=753/1280, 	AllViolated
59/160<=pK<=189/512,377/640<=pL<=1509/2560, 	AllSat
59/160<=pK<=189/512,1509/2560<=pL<=151/256, 	AllSat
947/2560<=pK<=237/640,377/640<=pL<=1509/2560, 	AllViolated
473/1280<=pK<=947/2560,1509/2560<=pL<=151/256, 	AllViolated
947/2560<=pK<=237/640,1509/2560<=pL<=151/256, 	AllViolated
189/512<=pK<=473/1280,1511/2560<=pL<=189/320, 	AllViolated
467/1280<=pK<=187/512,381/640<=pL<=305/512, 	AllSat
467/1280<=pK<=187/512,305/512<=pL<=763/1280, 	AllSat
233/640<=pK<=933/2560,763/1280<=pL<=1527/2560, 	AllSat
933/2560<=pK<=467/1280,763/1280<=pL<=1527/2560, 	AllSat
233/640<=pK<=933/2560,1527/2560<=pL<=191/320, 	AllSat
187/512<=pK<=117/320,1527/2560<=pL<=191/320, 	AllViolated
117/320<=pK<=937/2560,19/32<=pL<=1521/2560, 	AllSat
937/2560<=pK<=469/1280,19/32<=pL<=1521/2560, 	AllSat
117/320<=pK<=937/2560,1521/2560<=pL<=761/1280, 	AllSat
939/2560<=pK<=47/128,19/32<=pL<=1521/2560, 	AllViolated
939/2560<=pK<=47/128,1521/2560<=pL<=761/1280, 	AllViolated
117/320<=pK<=937/2560,761/1280<=pL<=1523/2560, 	AllSat
937/2560<=pK<=469/1280,381/640<=pL<=305/512, 	AllViolated
117/320<=pK<=937/2560,305/512<=pL<=763/1280, 	AllViolated
937/2560<=pK<=469/1280,305/512<=pL<=763/1280, 	AllViolated
93/256<=pK<=931/2560,153/256<=pL<=1531/2560, 	AllSat
931/2560<=pK<=233/640,153/256<=pL<=1531/2560, 	AllSat
93/256<=pK<=931/2560,1531/2560<=pL<=383/640, 	AllSat
233/640<=pK<=933/2560,191/320<=pL<=1529/2560, 	AllSat
933/2560<=pK<=467/1280,153/256<=pL<=1531/2560, 	AllViolated
933/2560<=pK<=467/1280,1531/2560<=pL<=383/640, 	AllViolated
931/2560<=pK<=233/640,1533/2560<=pL<=767/1280, 	AllViolated
29/80<=pK<=929/2560,767/1280<=pL<=307/512, 	AllSat
29/80<=pK<=929/2560,307/512<=pL<=3/5, 	AllSat
931/2560<=pK<=233/640,767/1280<=pL<=307/512, 	AllViolated
93/256<=pK<=931/2560,307/512<=pL<=3/5, 	AllViolated
931/2560<=pK<=233/640,307/512<=pL<=3/5, 	AllViolated
483/1280<=pK<=967/2560,737/1280<=pL<=295/512, 	AllSat
241/640<=pK<=193/512,369/640<=pL<=1477/2560, 	AllSat
193/512<=pK<=483/1280,369/640<=pL<=1477/2560, 	AllSat
241/640<=pK<=193/512,1477/2560<=pL<=739/1280, 	AllSat
967/2560<=pK<=121/320,369/640<=pL<=1477/2560, 	AllViolated
967/2560<=pK<=121/320,1477/2560<=pL<=739/1280, 	AllViolated
193/512<=pK<=483/1280,1479/2560<=pL<=37/64, 	AllViolated
969/2560<=pK<=97/256,1473/2560<=pL<=737/1280, 	AllViolated
969/2560<=pK<=97/256,737/1280<=pL<=295/512, 	AllViolated
121/320<=pK<=969/2560,295/512<=pL<=369/640, 	AllViolated
969/2560<=pK<=97/256,295/512<=pL<=369/640, 	AllViolated
481/1280<=pK<=963/2560,37/64<=pL<=1481/2560, 	AllSat
3/8<=pK<=961/2560,741/1280<=pL<=1483/2560, 	AllSat
961/2560<=pK<=481/1280,741/1280<=pL<=1483/2560, 	AllSat
3/8<=pK<=961/2560,1483/2560<=pL<=371/640, 	AllSat
963/2560<=pK<=241/640,741/1280<=pL<=1483/2560, 	AllViolated
963/2560<=pK<=241/640,1483/2560<=pL<=371/640, 	AllViolated
193/512<=pK<=483/1280,37/64<=pL<=1481/2560, 	AllViolated
241/640<=pK<=193/512,1481/2560<=pL<=741/1280, 	AllViolated
193/512<=pK<=483/1280,1481/2560<=pL<=741/1280, 	AllViolated
3/8<=pK<=961/2560,371/640<=pL<=297/512, 	AllSat
961/2560<=pK<=481/1280,743/1280<=pL<=1487/2560, 	AllViolated
3/8<=pK<=961/2560,1487/2560<=pL<=93/160, 	AllViolated
961/2560<=pK<=481/1280,1487/2560<=pL<=93/160, 	AllViolated
543/1280<=pK<=1087/2560,131/256<=pL<=1311/2560, 	AllSat
1087/2560<=pK<=17/40,131/256<=pL<=1311/2560, 	AllSat
543/1280<=pK<=1087/2560,1311/2560<=pL<=41/80, 	AllSat
1087/2560<=pK<=17/40,1313/2560<=pL<=657/1280, 	AllViolated
271/640<=pK<=217/512,657/1280<=pL<=263/512, 	AllSat
1087/2560<=pK<=17/40,657/1280<=pL<=263/512, 	AllViolated
543/1280<=pK<=1087/2560,263/512<=pL<=329/640, 	AllViolated
1087/2560<=pK<=17/40,263/512<=pL<=329/640, 	AllViolated
541/1280<=pK<=1083/2560,329/640<=pL<=1317/2560, 	AllSat
27/64<=pK<=1081/2560,659/1280<=pL<=1319/2560, 	AllSat
27/64<=pK<=1081/2560,1319/2560<=pL<=33/64, 	AllSat
1083/2560<=pK<=271/640,659/1280<=pL<=1319/2560, 	AllViolated
541/1280<=pK<=1083/2560,1319/2560<=pL<=33/64, 	AllViolated
1083/2560<=pK<=271/640,1319/2560<=pL<=33/64, 	AllViolated
217/512<=pK<=543/1280,329/640<=pL<=1317/2560, 	AllViolated
271/640<=pK<=217/512,1317/2560<=pL<=659/1280, 	AllViolated
217/512<=pK<=543/1280,1317/2560<=pL<=659/1280, 	AllViolated
539/1280<=pK<=1079/2560,33/64<=pL<=1321/2560, 	AllSat
1079/2560<=pK<=27/64,33/64<=pL<=1321/2560, 	AllSat
539/1280<=pK<=1079/2560,1321/2560<=pL<=661/1280, 	AllSat
269/640<=pK<=1077/2560,661/1280<=pL<=1323/2560, 	AllSat
1077/2560<=pK<=539/1280,661/1280<=pL<=1323/2560, 	AllSat
269/640<=pK<=1077/2560,1323/2560<=pL<=331/640, 	AllSat
1079/2560<=pK<=27/64,1323/2560<=pL<=331/640, 	AllViolated
537/1280<=pK<=215/512,663/1280<=pL<=1327/2560, 	AllSat
269/640<=pK<=1077/2560,331/640<=pL<=265/512, 	AllSat
1077/2560<=pK<=539/1280,663/1280<=pL<=1327/2560, 	AllViolated
269/640<=pK<=1077/2560,1327/2560<=pL<=83/160, 	AllViolated
1077/2560<=pK<=539/1280,1327/2560<=pL<=83/160, 	AllViolated
